ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SUPERAMENTOBARRIEREARCH,ACCESSORAMPE,SCALENORMA,ASCENSOREDISABILI,PIATTAFORMAELEVATRICE,SERVIZIIGIENICIDISABILI,PORTELARGHEZZADISABILI,PERCORSIINTERNIDISABILI,PERCORSIESTERNIDISABILI,ALTRIACCORGIMENTIDISABILI
201718,ENIS00200C,0860042577,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,MEMM87403R,0830763271,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,TARH03253Q,0730220190,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,SOEE81505A,0140740020,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,CTAA8A3029,0870242884,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CAPS013019,1110351217,SI,SI,NO,SI,NO,NO,SI,NO,SI,-
201718,VEEE82505A,0270090638,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,RGEE810019,0880063524,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,MIIC83500A,1080243262,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,TORC05251L,0012720286,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,TOTF047019,0012720217,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SRIC85500N,0890144871,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,LTAA847031,0590110005,SI,SI,NO,NO,NO,NO,NO,SI,NO,-
201718,TOTD054016,0012720230,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,VTIC833009,0560590149,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,SAEE8AX02X,0651580986,SI,SI,SI,NO,NO,NO,SI,SI,NO,-
201718,MEEE88904L,0830043343,SI,SI,SI,NO,NO,NO,NO,SI,SI,-
201718,RMEE8F601L,0581040840,SI,SI,SI,NO,SI,NO,SI,SI,NO,"servoscala 2 pp, wc dis. solo piani con servoscala"
201718,RMMM8G402G,0580981637,NO,-,-,-,-,-,-,-,-,-
201718,FOEE01802B,0400070166,NO,-,-,-,-,-,-,-,-,-
201718,ISEE812127,0940340001,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,APAA825066,1090380108,SI,NO,SI,NO,NO,NO,NO,NO,NO,ASSENZA SCALA EMERGENZA ADEGUATA 2^ PIANO SCUOLA PRIMARIA - NECESSITA` DI REALIZZO SCALA ESTERNA
201718,PDAA858016,0280301338,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,SAEE83303V,0650050004,SI,NO,NO,NO,NO,NO,SI,NO,NO,-
201718,VIEE85505D,0241004246,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,LCEE810012,0970091690,SI,SI,SI,SI,NO,NO,NO,NO,NO,-
201718,TOEE84302C,0011390001,SI,NO,SI,SI,NO,NO,SI,SI,SI,-
201718,RMTL039013,0580911684,SI,NO,NO,SI,NO,SI,SI,SI,SI,-
201718,MIMM8A901D,0152502843,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,ANAA807051,0420190098,NO,-,-,-,-,-,-,-,-,-
201718,CTAA00803X,0870151669,NO,-,-,-,-,-,-,-,-,-
201718,FEMM80401T,0380220203,NO,-,-,-,-,-,-,-,-,-
201718,PAAA077051,0820484942,SI,NO,SI,NO,NO,SI,SI,SI,NO,-
201718,PGEE04104B,0540270408,NO,-,-,-,-,-,-,-,-,-
201718,FGRH010002,0710601427,NO,-,-,-,-,-,-,-,-,-
201718,PIAA83005C,0500400001,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,MNEE818028,0200530633,SI,NO,NO,NO,NO,NO,SI,NO,NO,-
201718,MIAA8CA021,0150162066,SI,NO,NO,NO,NO,NO,SI,SI,SI,-
201718,MIAA8EP036,0152060295,NO,-,-,-,-,-,-,-,-,-
201718,NAEE13602R,0630320005,NO,-,-,-,-,-,-,-,-,-
201718,PRMM820016,0340320217,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,TPEE81402A,0810054639,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,REAA833016,0350120228,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,PDMM89302P,0280092231,SI,NO,SI,NO,NO,SI,SI,NO,NO,-
201718,TEEE83304B,0670410014,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,TRRH00701N,0550320224,NO,-,-,-,-,-,-,-,-,-
201718,TPAA806026,0810240946,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,SVMM81401N,0090560155,SI,NO,NO,SI,SI,SI,SI,NO,NO,-
201718,PVEE83202Q,0181770002,NO,-,-,-,-,-,-,-,-,-
201718,MCMM81402V,0430300231,SI,NO,SI,NO,NO,SI,NO,NO,NO,-
201718,BNIS01200C,0620440690,SI,SI,SI,SI,NO,SI,SI,SI,SI,Vedi note
201718,CTRC01301E,0870392452,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,CHAA07204P,0690990175,SI,NO,SI,NO,NO,SI,NO,NO,NO,-
201718,RCMM832019,0800510218,SI,NO,NO,NO,NO,SI,SI,NO,NO,-
201718,LTAA85001P,0590111805,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,FRTA007032,0600190603,SI,SI,SI,NO,SI,NO,SI,NO,NO,-
201718,RIAA81102N,0570020095,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,BOEE82404C,0370100725,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,ISMM81205T,0940320100,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,PZIC84000N,0760440419,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,PVEE83506B,0181890090,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,VIEE863018,0241081640,SI,SI,NO,NO,SI,SI,SI,NO,NO,-
201718,RMAA8EU015,0580911526,NO,-,-,-,-,-,-,-,-,-
201718,NAAA8EX03Q,0630271419,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,TOAA8AM05A,0010590008,SI,SI,SI,NO,SI,SI,SI,SI,NO,-
201718,RMIC85800G,0580910061,SI,SI,NO,NO,NO,NO,SI,NO,NO,bagno disabili non attrezzato
201718,ARAA82202Q,0510270003,SI,SI,NO,NO,NO,SI,SI,SI,NO,-
201718,NUEE86001V,0910350168,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,AGAA812035,0840041065,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,SIMM82401P,0520320033,SI,NO,NO,SI,SI,SI,NO,SI,SI,-
201718,NAIC8F700B,0630630129,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,NATN07601E,0630320036,NO,-,-,-,-,-,-,-,-,-
201718,MIEE8E2038,1080193009,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,TOAA851015,0011120002,SI,NO,NO,NO,NO,SI,SI,SI,SI,-
201718,CHEE82201P,0690500268,SI,SI,NO,SI,NO,NO,SI,NO,NO,-
201718,PAAA8AT02T,0820534404,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,SSAA81103A,0900860611,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,PGIS00300E,0540270613,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,COIC83300V,0132280418,SI,SI,SI,NO,NO,SI,NO,NO,NO,-
201718,VAEE81801L,0120040102,SI,NO,SI,NO,NO,SI,SI,SI,SI,-
201718,SPTL00201R,0110150178,SI,NO,SI,NO,NO,SI,SI,NO,NO,-
201718,BSEE81804Q,0171240045,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,VRMM85401R,0230821405,NO,-,-,-,-,-,-,-,-,-
201718,CTAA89104L,0870372889,NO,-,-,-,-,-,-,-,-,-
201718,POEE818025,1000050029,SI,NO,NO,SI,NO,SI,SI,NO,SI,-
201718,BSIS023006,0171601227,SI,NO,NO,NO,NO,NO,SI,SI,SI,-
201718,TPPM050001,0810011879,SI,NO,SI,SI,NO,SI,SI,SI,NO,-
201718,PIMM823019,0500100003,SI,NO,NO,NO,NO,SI,NO,NO,SI,-
201718,MEIC878001,0830813144,SI,SI,NO,SI,NO,SI,NO,NO,SI,-
201718,MCAA82805Q,0430230006,SI,SI,NO,SI,NO,NO,NO,NO,NO,-
201718,BGMM884023,0161230867,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,LEMM89703X,0750520521,SI,SI,SI,NO,NO,SI,NO,NO,NO,-
201718,PDIC84700V,0280581369,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,PAIC817007,0820803618,SI,SI,SI,NO,SI,SI,NO,NO,NO,-
201718,FIIC86000C,0480170608,SI,NO,SI,SI,SI,SI,NO,SI,SI,-
201718,VITA01000L,0240524069,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,VERM00801N,0270423824,NO,-,-,-,-,-,-,-,-,-
201718,BOMM853018,0370060312,NO,-,-,-,-,-,-,-,-,-
201718,PEAA830011,0680280020,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,BGAA811025,0160240013,SI,NO,NO,NO,NO,NO,SI,NO,NO,-
201718,TOEE81401B,0011990002,SI,SI,NO,NO,SI,SI,SI,SI,SI,-
201718,SIAA813025,0520080002,SI,NO,SI,SI,NO,NO,NO,SI,NO,-
201718,BOAA80701A,0370420070,NO,-,-,-,-,-,-,-,-,-
201718,RNAA803016,0990200743,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,PAEE020005,0820534658,NO,-,-,-,-,-,-,-,-,-
201718,GEAA860016,0100250110,NO,-,-,-,-,-,-,-,-,-
201718,APCT703004,0440070252,SI,SI,SI,SI,NO,SI,NO,NO,NO,-
201718,OREE82701P,0950380060,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,GERI01101X,0100150424,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,IMEE814015,0080550108,SI,SI,SI,NO,SI,NO,SI,NO,NO,-
201718,ALAA815026,0060030033,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,SAAA8A0053,0650910001,SI,NO,NO,NO,NO,SI,NO,NO,NO,-
201718,AVMM843026,0640161409,SI,SI,NO,SI,NO,SI,NO,NO,NO,-
201718,RMIC8DY001,0581162001,NO,-,-,-,-,-,-,-,-,-
201718,ANAA842025,0420340125,NO,-,-,-,-,-,-,-,-,-
201718,ATEE812065,0050500002,SI,NO,SI,NO,NO,SI,SI,SI,SI,-
201718,PRAA817038,0340110014,NO,-,-,-,-,-,-,-,-,-
201718,CTPC01000A,0870060774,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,NAPM43000V,0630410043,NO,-,-,-,-,-,-,-,-,-
201718,FRIC83900B,0600330474,SI,SI,NO,SI,NO,NO,SI,SI,NO,-
201718,NOMM80701Q,0030360001,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SSEE82507N,0900470294,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,LUPC010009,0460335059,SI,NO,NO,NO,SI,SI,NO,NO,NO,-
201718,PASL03201R,0820532831,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,PRTD02000E,0340270239,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CEIC8A2009,0610151332,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CTTF13000N,0870412496,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,UDEE82903X,0301180001,SI,NO,NO,SI,NO,SI,SI,SI,SI,-
201718,VREE844017,0230501697,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,CHMM820012,0690150341,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,RGIS017006,0880121084,SI,SI,SI,SI,SI,SI,SI,NO,NO,-
201718,CNAA82601X,0040330001,SI,SI,NO,NO,SI,SI,SI,SI,SI,-
201718,BNIC841008,0620680174,NO,-,-,-,-,-,-,-,-,-
201718,PGTD01000V,0540182650,SI,NO,SI,NO,NO,NO,SI,SI,SI,-
201718,BNMM839019,0620700006,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,BSEE88904T,0170811127,SI,SI,NO,SI,NO,NO,NO,NO,NO,-
201718,LITF030009,0490090020,NO,-,-,-,-,-,-,-,-,-
201718,MSPS01000B,0450108022,SI,NO,NO,SI,NO,SI,SI,SI,NO,-
201718,VCAA81203Q,0021350002,NO,-,-,-,-,-,-,-,-,-
201718,VAMM82501P,0121020395,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,TOEE837036,0010380006,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SAMM8AD01A,0650141209,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,RMMM848012,0580910358,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,RGAA802015,0880120945,SI,SI,SI,NO,NO,NO,NO,SI,SI,-
201718,PZEE837054,0760720160,SI,NO,NO,NO,SI,SI,SI,NO,SI,-
201718,BRMM817018,0740010226,SI,SI,SI,NO,NO,NO,SI,NO,NO,-
201718,MNEE830041,0200660121,SI,SI,NO,NO,SI,SI,SI,NO,NO,-
201718,NAAA8BG01T,0630830003,NO,-,-,-,-,-,-,-,-,-
201718,PSAA81703Q,0410270003,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,NAEE8EB01Q,0630110005,NO,-,-,-,-,-,-,-,-,-
201718,RMIS05900G,0581163641,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,ARIC83200C,0510250008,NO,-,-,-,-,-,-,-,-,-
201718,BAEE877042,0720440627,NO,-,-,-,-,-,-,-,-,-
201718,BAPS064019,0720290695,NO,-,-,-,-,-,-,-,-,-
201718,FRAA85301E,0600561963,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,AQAA82601B,0660410097,SI,SI,SI,SI,NO,NO,NO,SI,SI,-
201718,MIEE8FK02T,0150870525,SI,NO,SI,NO,NO,SI,SI,SI,SI,RAMPA INTERNA DI ACCESSO AL CONTIGUO EDIFICIO SCOLASTICO
201718,MEPS008019,0830413365,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,MORI01701T,0360190347,SI,NO,SI,SI,SI,NO,SI,SI,NO,-
201718,PAAA820032,0820583608,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,GEIC81500B,0100620291,NO,-,-,-,-,-,-,-,-,-
201718,MIEE8AU01E,0150810907,NO,-,-,-,-,-,-,-,-,-
201718,TRAA82101C,0550220049,SI,SI,SI,SI,NO,SI,NO,SI,NO,-
201718,CTPC047023,0870542355,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,BAEE184032,0720480293,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CSRI07201X,0780911038,NO,-,-,-,-,-,-,-,-,-
201718,ANPS03000E,0420020400,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CZPM03000C,0791601039,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,CSAA85803R,0780690235,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,VREE88902T,0230911966,SI,NO,NO,SI,NO,SI,NO,NO,NO,-
201718,PARC03701G,0820534846,SI,SI,SI,SI,NO,SI,SI,SI,SI,segnaletica
201718,ALEE837039,0061120001,SI,NO,SI,SI,NO,SI,SI,SI,NO,-
201718,CHEE81401Q,0690180345,SI,SI,SI,SI,SI,SI,SI,NO,NO,-
201718,MCRC00801L,0430230254,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,PAEE8AP019,0820534691,NO,-,-,-,-,-,-,-,-,-
201718,FRMM814025,0600820326,SI,SI,SI,SI,SI,SI,SI,NO,NO,-
201718,MIMM8F201Q,0151461084,SI,NO,SI,NO,NO,SI,NO,NO,NO,-
201718,BGRF00601L,0161830773,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CHAA80804A,0690460099,SI,SI,NO,NO,NO,SI,SI,NO,SI,-
201718,TEEE84503L,0670410160,NO,-,-,-,-,-,-,-,-,-
201718,VIEE82004D,0240131186,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BOEE86901V,0370080009,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,TAIC822009,0730250199,SI,SI,SI,SI,NO,SI,NO,NO,NO,-
201718,PGAA853029,0540390050,NO,-,-,-,-,-,-,-,-,-
201718,CNRC026016,0041300029,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,TVAA837017,0260322757,SI,SI,SI,NO,SI,SI,NO,NO,NO,-
201718,PTMM824014,0470210004,NO,-,-,-,-,-,-,-,-,-
201718,NAIC8C500X,0630491957,NO,-,-,-,-,-,-,-,-,-
201718,BOEE81401P,0370010003,NO,-,-,-,-,-,-,-,-,-
201718,MCEE81104E,0430120134,SI,SI,NO,NO,SI,SI,SI,SI,NO,-
201718,BAIS033007,0720010734,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,FOMM08900A,0400080368,SI,SI,NO,NO,SI,SI,SI,SI,SI,-
201718,APEE833015,0440660688,NO,-,-,-,-,-,-,-,-,-
201718,LIAA076033,0490121023,NO,-,-,-,-,-,-,-,-,-
201718,GERC003018,0100250767,SI,SI,SI,SI,SI,SI,SI,SI,NO,-
201718,BIMM81701X,0960710002,SI,SI,SI,SI,NO,SI,SI,SI,SI,I PERCORSI INTERNI ED ESTERNI SONO COMPLANARI
201718,ALEE80601G,0060290001,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,CAAA824067,1110560597,SI,SI,SI,SI,NO,NO,SI,SI,SI,-
201718,MIEE823027,0151460418,SI,NO,NO,NO,NO,SI,SI,NO,NO,-
201718,RMAA8DV01A,0580471013,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BNEE80401B,0620540002,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,ANEE82501G,0420180245,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,CRIC80000P,0190980248,SI,NO,SI,SI,SI,SI,SI,NO,NO,-
201718,NORC01000L,0031060087,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,RMMM8AU034,0580660787,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,CSAA892016,0780250095,SI,SI,NO,NO,SI,NO,SI,NO,NO,-
201718,SRTF01101L,0890061558,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,CLIS00900V,0850040565,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,PAIC88100E,0820571963,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,UDEE82301V,0300030002,SI,SI,NO,NO,NO,NO,SI,SI,SI,-
201718,RMCT72200N,0581161327,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CNEE833018,0040120001,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,CAIC89800P,0920511097,NO,-,-,-,-,-,-,-,-,-
201718,CTAA89704G,0870152600,NO,-,-,-,-,-,-,-,-,-
201718,RMAA81301V,0580913294,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,NUAA821057,0910560166,SI,SI,NO,SI,NO,NO,NO,NO,NO,-
201718,MIRI098019,1080151543,SI,NO,SI,NO,SI,SI,SI,SI,SI,-
201718,BNTA01601G,0620080114,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,LEPS050005,0750390607,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,BSEE81901C,0170280170,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,NAIC8AD00V,0630490036,NO,-,-,-,-,-,-,-,-,-
201718,PSAA84004T,0410650011,SI,NO,SI,NO,NO,SI,SI,NO,NO,-
201718,RMEE205032,0580050141,SI,SI,NO,NO,NO,SI,NO,NO,NO,-
201718,BSPS017019,0171660092,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,NAEE892027,0630490140,NO,-,-,-,-,-,-,-,-,-
201718,BSEE86401A,0170650559,NO,-,-,-,-,-,-,-,-,-
201718,FIIC818002,0480020002,SI,NO,SI,SI,SI,SI,SI,NO,NO,-
201718,NAEE8CY02E,0630491723,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,RMIC8FH006,0580910563,SI,SI,SI,NO,NO,NO,SI,SI,SI,-
201718,IMEE801013,0080170072,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,COTD01000G,0130750551,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,FOAA82202R,0400120005,SI,NO,NO,NO,NO,NO,SI,SI,NO,-
201718,FOEE81202B,0400430494,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,RMEE87004B,0580990905,NO,-,-,-,-,-,-,-,-,-
201718,TOEE8AP02X,0010590012,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,MIIC894006,1080411387,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,ANEE843026,0420340286,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
201718,PZEE857015,0760570876,SI,SI,NO,NO,NO,NO,SI,NO,SI,-
201718,CTRI00901G,0870090782,SI,SI,NO,SI,NO,SI,NO,SI,SI,-
201718,ALEE81902P,0060060003,NO,-,-,-,-,-,-,-,-,-
201718,PZAA89401V,0760660001,SI,SI,SI,NO,NO,NO,NO,SI,NO,-
201718,TOEE857019,0011970005,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,CSIC85300P,0781100917,SI,SI,NO,NO,SI,SI,SI,SI,SI,-
201718,PNEE82401P,0930340002,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,ENAA816024,0860162949,NO,-,-,-,-,-,-,-,-,-
201718,VTEE801054,0560130174,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,PAPS007017,0820221915,SI,SI,SI,SI,NO,NO,NO,NO,NO,-
201718,VEEE841047,0270423546,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,LETD04751G,0750392228,SI,SI,SI,NO,NO,NO,SI,SI,NO,-
201718,LEEE83502L,0750490921,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,LTRA01602G,0590111757,SI,SI,NO,NO,NO,SI,NO,SI,NO,-
201718,PAAA89803V,0820533609,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,CZAA871022,0790180513,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,PDMM897011,0280862079,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PDPS00301Q,0280554260,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,MCIC82200Q,0430330158,SI,SI,SI,NO,NO,SI,SI,SI,NO,-
201718,SAAA88901G,0650501985,NO,-,-,-,-,-,-,-,-,-
201718,RCEE862038,0800380402,NO,-,-,-,-,-,-,-,-,-
201718,PZEE88301N,0760630290,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,FGTD04000X,0710290464,NO,-,-,-,-,-,-,-,-,-
201718,SSMM841018,0900581105,NO,-,-,-,-,-,-,-,-,-
201718,RMIC8F400V,0580910973,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,BGMM84901P,0161140549,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,AQEE83501B,0660980266,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,BGPM03401G,0161830774,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,SAAA053074,0650501991,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,CRAA80005Q,0190650024,SI,SI,SI,NO,SI,SI,SI,SI,SI,-
201718,FOEE01803C,0400070167,NO,-,-,-,-,-,-,-,-,-
201718,BOTD08050A,0370110846,SI,NO,SI,SI,NO,SI,SI,SI,SI,-
201718,FREE84203B,0600240086,SI,SI,SI,NO,NO,NO,NO,SI,SI,-
201718,KREE821047,1010060078,SI,SI,SI,NO,NO,NO,NO,NO,NO,-
201718,NATD05000B,0630190007,NO,-,-,-,-,-,-,-,-,-
201718,CSAA818029,0780040787,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,CRMM81002B,0190850127,SI,NO,SI,SI,SI,SI,SI,NO,NO,-
201718,MEEE83301D,0830293631,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,ALEE82205N,0061150001,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,TVMM86001C,0260740796,SI,SI,SI,NO,SI,SI,NO,SI,SI,-
201718,VTAA820014,0560520044,SI,SI,NO,NO,NO,SI,SI,NO,NO,-
201718,AQAA00604A,0660490006,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,PGMM85801G,0540390267,NO,-,-,-,-,-,-,-,-,-
201718,PREE81503T,0340240145,NO,-,-,-,-,-,-,-,-,-
201718,TOAA8AU016,0010780011,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,PAPM04000V,0820534703,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,VAAA82501E,0120810041,NO,-,-,-,-,-,-,-,-,-
201718,VCAA80209B,0020310001,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,NUTF00701L,0910950431,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,VVPS01000R,1020471051,SI,SI,SI,SI,NO,SI,SI,SI,NO,-
201718,VATN003015,0120920452,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,BGEE87305R,0162350365,SI,SI,SI,NO,NO,SI,SI,SI,SI,-
201718,RCMM85801D,0800690533,SI,SI,NO,NO,NO,NO,NO,NO,NO,-
201718,ISTD01301V,0940230162,SI,SI,NO,SI,NO,SI,NO,SI,NO,-
201718,LEMM879018,0750310087,SI,SI,SI,SI,NO,SI,NO,NO,NO,-
201718,CEEE005008,0610220013,SI,NO,SI,SI,NO,NO,SI,SI,SI,-
201718,BOEE87401A,0370110013,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
201718,MOIS00700G,0360461966,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,PEMM835018,0680280210,SI,NO,NO,SI,NO,NO,NO,NO,NO,-
201718,RATF01000T,0390140247,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,POEE820058,1000050043,SI,SI,NO,SI,NO,SI,SI,SI,NO,-
201718,MNAA80501X,0200260044,SI,NO,NO,NO,NO,NO,SI,SI,SI,-
201718,FITD00301P,0480190022,NO,-,-,-,-,-,-,-,-,-
201718,SAIC866002,0650841732,NO,-,-,-,-,-,-,-,-,-
201718,BRPC00401L,0740120273,NO,-,-,-,-,-,-,-,-,-
201718,RMAA8AZ01P,0581020836,SI,NO,NO,NO,NO,SI,NO,NO,NO,-
201718,RMEE8AW01C,0580631420,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
201718,AGTD02702B,0840260501,SI,NO,NO,NO,NO,SI,SI,NO,NO,-
201718,VRAA85901Q,0230211389,SI,SI,NO,NO,SI,NO,SI,SI,SI,-
201718,SAEE074003,0650671062,NO,-,-,-,-,-,-,-,-,-
201718,FETF01251T,0380080231,NO,-,-,-,-,-,-,-,-,-
201718,NAAA8D1036,0630491607,SI,SI,NO,SI,NO,NO,NO,SI,SI,-
201718,RAIC816005,0390150045,SI,SI,NO,NO,NO,NO,SI,SI,NO,-
201718,ENEE062013,0860122750,SI,SI,SI,NO,NO,SI,SI,NO,NO,-
201718,MNAA83003P,0200220650,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
201718,SVEE80802C,0090340123,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
201718,CSEE81905D,0780670468,SI,SI,NO,NO,NO,NO,NO,SI,NO,-
201718,LOEE81103N,0980400549,SI,SI,NO,NO,NO,SI,SI,SI,SI,-
201718,RMTA070005,0580910706,NO,-,-,-,-,-,-,-,-,-
