ANNOSCOLASTICO;CODICESCUOLA;CODICEEDIFICIO;codicescuola;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;INDIRIZZOSCUOLA;CAPSCUOLA;SCUOLABUS;TRASPORTIPUBBLICIURBANI;TRASPORTIPUBBLICIINTERURBANI;TRASPORTIFERROVIARI;MEZZIPRIVATI;TRASPORTODISABILI;PISTACICLABILE;ALTRO
202021;MITD09301R;151460106;MITD09301R;MARIE CURIE - PIERO SRAFFA;PIERO SRAFFA;VIA FRATELLI ZOIA 130;20153;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIPS07201X;151461546;MIPS07201X;SEVERI - CORRENTI;""" SEVERI """;VIA ALCUINO 4;20149;NO;SI;SI;SI;SI;NO;NON DEFINITO;-
202021;MITF070009;151460104;MITF070009;FELTRINELLI;FELTRINELLI;PIAZZA TITO LUCREZIO CARO8;20136;SI;SI;SI;NO;SI;NO;NO;-
202021;MIIS09300E;151463709;MIIS09300E;MARIE CURIE - PIERO SRAFFA;MARIE CURIE - PIERO SRAFFA;VIA F.LLI ZOIA 130;20153;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIVE01000P;151463331;MIVE01000P;EMANUELA SETTI CARRARO DALLA CHIESA;EMANUELA SETTI CARRARO DALLA CHIESA;VIA PASSIONE 12;20122;NO;SI;NO;NO;SI;NO;NO;-
202021;MIEE8C1026;151462710;MIEE8C1026;IC G. BORSI/MILANO;VIA CILEA - MILANO;VIA CILEA 12;20151;NO;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MITD09301R;151460107;MITD09301R;MARIE CURIE - PIERO SRAFFA;PIERO SRAFFA;VIA FRATELLI ZOIA 130;20153;SI;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MITF070009;151461630;MITF070009;FELTRINELLI;FELTRINELLI;PIAZZA TITO LUCREZIO CARO8;20136;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIIS09400A;151461494;MIIS09400A;BERTARELLI - FERRARIS;BERTARELLI - FERRARIS;CORSO DI PORTA ROMANA 110;20122;NO;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MITN102018;151461503;MITN102018;DANIELE MARIGNONI - MARCO POLO;DANIELE MARIGNONI-MARCO POLO;VIA MELZI D'ERIL 9;20154;NO;SI;NO;NO;SI;NO;NO;-
202021;MIEE8C1037;151460470;MIEE8C1037;IC G. BORSI/MILANO;VIA A.VISCONTI;VIA A.VISCONTI 16;20151;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8BD012;151462667;MIEE8BD012;MILANO SPIGA ROSSARICASTIGLIONI;ICS MILANO SPIGA SPIGA;VIA DELLA SPIGA 29;20121;SI;SI;SI;SI;SI;SI;NON DEFINITO;-
202021;MIAA8CB01Q;151460355;MIAA8CB01Q;ICS JACOPO BAROZZI/MILANO;SCUOLA INFANZIA GIAMBOLOGNA;VIA GIAMBOLOGNA 30;20136;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8DZ019;151461012;MIMM8DZ019;"IC.""ILARIA ALPI""MILANO";VIA SALERNO;VIA SALERNO 1;20142;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIPS070007;151460952;MIPS070007;VITTORIO VENETO;VITTORIO VENETO;VIA DE VINCENTI 7;20148;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MITF05401C;151461634;MITF05401C;GALVANI;GALVANI;VIA GATTI14;20162;NO;SI;SI;NO;SI;NO;NO;-
202021;MITN102018;151461568;MITN102018;DANIELE MARIGNONI - MARCO POLO;DANIELE MARIGNONI-MARCO POLO;VIA MELZI D'ERIL 9;20154;NO;SI;SI;NO;SI;NO;NON DEFINITO;-
202021;MIEE8C1015;151462698;MIEE8C1015;IC G. BORSI/MILANO;G.BORSI - MILANO;VIA VISCONTINI 7;20151;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8BB02B;151460409;MIEE8BB02B;IC A. DIAZ/MILANO;E.DE MARCHI;VIA SANT'ORSOLA 15;20123;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MITF070009;151460103;MITF070009;FELTRINELLI;FELTRINELLI;PIAZZA TITO LUCREZIO CARO8;20136;SI;SI;NO;NO;SI;NO;NO;-
202021;MIMM8GH019;151461008;MIMM8GH019;G.B. PERASSO - MILANO;VIA BOTTEGO;VIA BOTTEGO 4;20128;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIEE8C1026;151462698;MIEE8C1026;IC G. BORSI/MILANO;VIA CILEA - MILANO;VIA CILEA 12;20151;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MITF01701D;151461948;MITF01701D;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;VIA DON G. CALABRIA 2;20132;NO;SI;SI;NO;SI;NO;NO;-
202021;MIIC8CZ00E;151462832;MIIC8CZ00E;IC NARCISI/MILANO;IC NARCISI/MILANO;VIA DEI NARCISI 2;20147;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8DX01N;151462826;MIMM8DX01N;IC CINQUE GIORNATE/MILANO;VIA CIPRO;VIA CIPRO 2;20137;NO;SI;SI;SI;NO;NO;NON DEFINITO;-
202021;MIMM8DW01T;151463420;MIMM8DW01T;I.C. VIA DE ANDREIS /MILANO;ASCOLI - FRANCESCO D'ASSISI;VIA DE ANDREIS 10;20137;SI;SI;SI;NO;SI;SI;NON DEFINITO;-
202021;MIIC8C7002;151461016;MIIC8C7002;I.C. LUCIANO MANARA;I.C. LUCIANO MANARA;VIA LAMENNAIS 20;20153;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8D000T;151463707;MIIC8D000T;IC IQBAL MASIH/MILANO;IC IQBAL MASIH/MILANO;VIA BIANCA MILESI 4;20152;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8DY01D;151462734;MIMM8DY01D;IC S.AMBROGIO/MILANO;S.AMBROGIO;VIA DE NICOLA 40;20142;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MITF03801E;151461645;MITF03801E;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;VIA LITTA MODIGNANI65;20161;NO;SI;NO;NO;SI;NO;NO;-
202021;MIEE8BB01A;151460408;MIEE8BB01A;IC A. DIAZ/MILANO;A.DIAZ - MILANO;VIA CROCEFISSO 15;20122;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIEE8C0019;151460449;MIEE8C0019;IC LUIGI EINAUDI /MILANO;"SCUOLA ELEMENTARE ""L. EINAUDI""";VIA VAL D'INTELVI 11;20152;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIIC8C6006;151463386;MIIC8C6006;"ICS ""ALDA MERINI""/MILANO";"ICS ""ALDA MERINI""/MILANO";VIA GALLARATE 15;20151;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8DV012;151462673;MIMM8DV012;IC FRANCESCHI/MILANO;FRANCESCHI;VIA CAGLIERO 20;20125;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MITF01701D;151461644;MITF01701D;I.I.S. JAMES CLERK MAXWELL;JAMES CLERK MAXWELL;VIA DON G. CALABRIA 2;20132;NO;SI;SI;NO;SI;NO;NO;-
202021;MIMM82001N;151461068;MIMM82001N;IC BRUNO MUNARI/ MILANO;CESARE CORRENTI;VIA BETULLE 17;20152;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8CY00P;151461080;MIIC8CY00P;IC CAPPONI/MILANO;IC CAPPONI/MILANO;VIA PESTALOZZI 13;20143;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIRA03601A;151461598;MIRA03601A;"""VILFREDO FEDERICO PARETO""";"I.P.A.A. (SEZ.AS.) ""V. F. PARETO""";VIA LITTA MODIGNANI 55;20161;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIEE8B9015;151462915;MIEE8B9015;IC E.MOROSINI E B.SAVOIA/MILANO;E.MOROSINI E B.SAVOIA-MILANO;VIA MOROSINI 11 13;20135;NO;SI;NO;NO;SI;NO;NON DEFINITO;A PIEDI
202021;MIIC8F200P;151461084;MIIC8F200P;I.C. VIA LINNEO/MILANO;I.C. VIA LINNEO/MILANO;VIA C.LINNEO 2;20145;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8DW01T;151461051;MIMM8DW01T;I.C. VIA DE ANDREIS /MILANO;ASCOLI - FRANCESCO D'ASSISI;VIA DE ANDREIS 10;20137;SI;SI;SI;NO;NO;SI;NON DEFINITO;-
202021;MIIC8C6006;151463391;MIIC8C6006;"ICS ""ALDA MERINI""/MILANO";"ICS ""ALDA MERINI""/MILANO";VIA GALLARATE 15;20151;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIIS02200C;151460111;MIIS02200C;SALVADOR ALLENDE;SALVADOR ALLENDE;VIA U. DINI7;20141;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8C500A;151460395;MIIC8C500A;IC S.GIUSEPPE CALASANZIO/MILANO;IC S.GIUSEPPE CALASANZIO/MILANO;PIAZZA AXUM 5;20148;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIS04300D;151461599;MIIS04300D;IS F.BESTA;IS F.BESTA;VIA DON G.CALABRIA16;20132;NO;SI;SI;NO;SI;NO;NO;-
202021;MIEE8CB011;151460423;MIEE8CB011;ICS JACOPO BAROZZI/MILANO;J.BAROZZI- MILANO;VIA BOCCONI 17;20136;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8DU016;151461069;MIMM8DU016;IC R.PEZZANI/MILANO;VIA MARTINENGO;VIA MARTINENGO 34/6;20139;SI;NO;NO;NO;SI;SI;NON DEFINITO;-
202021;MIPS16000D;151462101;MIPS16000D;"""G.MARCONI""";"""G.MARCONI""";VIA DEI NARCISI5;20147;NO;SI;NO;NO;SI;NO;NO;-
202021;MIMM81701T;151462938;MIMM81701T;IC TEODORO CIRESOLA/MILANO;T. CIRESOLA;VIALE BRIANZA 18;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8DD017;151462881;MIEE8DD017;I.C. VIA GIACOSA 46/MILANO;VIA GIACOSA - MILANO;VIA GIACOSA 46;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8C502D;151460394;MIEE8C502D;IC S.GIUSEPPE CALASANZIO/MILANO;G.L.RADICE - MILANO;VIA PARAVIA 83;20148;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIPS61000R;151461953;MIPS61000R;"LICEO STATALE MUSICALE ""G. VERDI""";"LICEO STATALE MUSICALE ""G. VERDI""";VIA CORRIDONI34/36;20122;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIIS02200C;151461464;MIIS02200C;SALVADOR ALLENDE;SALVADOR ALLENDE;VIA U. DINI7;20141;NO;NO;NO;NO;SI;NO;NON DEFINITO;-
202021;MIIC8C500A;151461089;MIIC8C500A;IC S.GIUSEPPE CALASANZIO/MILANO;IC S.GIUSEPPE CALASANZIO/MILANO;PIAZZA AXUM 5;20148;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8F0003;151460386;MIIC8F0003;I.C. VIA GATTAMELATA 35/MILANO;I.C. VIA GATTAMELATA 35/MILANO;VIA GATTAMELATA 35;20149;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIPS18000P;151461468;MIPS18000P;ELIO VITTORINI;ELIO VITTORINI;VIA MARIO DONATI5/7;20146;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIEE8CB022;151460466;MIEE8CB022;ICS JACOPO BAROZZI/MILANO;G.ROMANO;VIA G.ROMANO 2;20135;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8F201R;151463350;MIEE8F201R;I.C. VIA LINNEO/MILANO;F.APORTI - MILANO;VIA MANTEGNA 10;20154;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIMM8DU016;151464004;MIMM8DU016;IC R.PEZZANI/MILANO;VIA MARTINENGO;VIA MARTINENGO 34/6;20139;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MITN09401E;151461494;MITN09401E;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;CORSO DI PORTA ROMANA 110;20122;NO;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIEE8DD028;151461100;MIEE8DD028;I.C. VIA GIACOSA 46/MILANO;VIA RUSSO - MILANO;VIA RUSSO 27;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM81901D;151461118;MIMM81901D;IC I.CALVINO;I. CALVINO;VIA FRIGIA 4;20126;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE82002Q;151460012;MIEE82002Q;IC BRUNO MUNARI/ MILANO;N.TOMMASEO;VIA MUGGIANO 14;20152;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8C503E;151461036;MIEE8C503E;IC S.GIUSEPPE CALASANZIO/MILANO;VIA MONTE BALDO;VIA MONTE BALDO 11;20156;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIPS67000C;151460999;MIPS67000C;LICEO SCIENTIFICO L. LONGONE;LICEO SCIENTIFICO L. LONGONE;VIA OLIVETANI 9;20123;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIS02200C;151460109;MIIS02200C;SALVADOR ALLENDE;SALVADOR ALLENDE;VIA U. DINI7;20141;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8C300P;151461113;MIIC8C300P;IC RICCARDO MASSA/MILANO;IC RICCARDO MASSA/MILANO;VIA V.BROCCHI5 C/O VIA G.QUARENGHI 12;20151;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8B802A;151460411;MIEE8B802A;IC TOMMASO GROSSI/MILANO;OTTOLINI BELGIOIOSO;VIA COLLETTA 49/51;20137;NO;SI;SI;NO;SI;NO;NON DEFINITO;-
202021;MIIC815005;151461048;MIIC815005;"IC ""CARDARELLI MASSAUA""-MILANO";"IC ""CARDARELLI MASSAUA""-MILANO";VIA SCROSATI 4;20146;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8F100V;151460384;MIIC8F100V;F.S. CABRINI;F.S. CABRINI;VIA DELLE FORZE ARMATE 65;20147;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIAA8C702X;151460341;MIAA8C702X;I.C. LUCIANO MANARA;VIA LAMENNAIS;VIA LAMENNAIS 19;20153;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8F202T;151463349;MIEE8F202T;I.C. VIA LINNEO/MILANO;P.MOSCATI E B.M.SFORZA;VIA MOSCATI 1;20154;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIMM8DR019;151463272;MIMM8DR019;IC PASQUALE SOTTOCORNO/MILANO;MEREZZATE;VIA MEDICI DEL VASCELLO 42;20138;NO;SI;NO;NO;SI;NO;NO;-
202021;MIEE8DD017;151462872;MIEE8DD017;I.C. VIA GIACOSA 46/MILANO;VIA GIACOSA - MILANO;VIA GIACOSA 46;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIPS15000V;151461466;MIPS15000V;"""P. BOTTONI""";"""P. BOTTONI""";VIA MAC MAHON 96/98;20155;NO;SI;NO;NO;SI;NO;NO;-
202021;MIMM8FY01P;151462992;MIMM8FY01P;"I.C . ""NAZARIO SAURO""";"S.S I GRADO ""RINASCITA-A.LIVI""";VIA CARRIERA ROSALBA N? 12/14;20146;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM81401A;151462636;MIMM81401A;IC CAVALIERI/MILANO;CAVALIERI;VIA ANCO MARZIO 9;20123;NO;SI;SI;NO;SI;SI;NON DEFINITO;-
202021;MIIS038002;151461645;MIIS038002;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;VIA LITTA MODIGNANI65;20161;NO;SI;NO;NO;SI;NO;NO;-
202021;MITN094521;151461494;MITN094521;BERTARELLI - FERRARIS;I.I.S. BERTARELLI - FERRARIS;C.SO DI PORTA ROMANA 110;20122;NO;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIIS02200C;151460110;MIIS02200C;SALVADOR ALLENDE;SALVADOR ALLENDE;VIA U. DINI7;20141;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIIC81700R;151462938;MIIC81700R;IC TEODORO CIRESOLA/MILANO;IC TEODORO CIRESOLA/MILANO;VIALE BRIANZA 18;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIAA8C7031;151460342;MIAA8C7031;I.C. LUCIANO MANARA;VIA C.MARX;VIA C.MARX 2;20153;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8C400E;151460382;MIIC8C400E;IC L.CADORNA/MILANO;IC L.CADORNA/MILANO;VIA DOLCI 5;20148;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8DS01E;151464007;MIMM8DS01E;IC PRIMO LEVI/MILANO;PRIMO LEVI;VIA PISTOIA 30;20153;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8F0015;151460386;MIEE8F0015;I.C. VIA GATTAMELATA 35/MILANO;PIETRO MICCA - MILANO;VIA GATTAMELATA 35;20149;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIEE8DD017;151462875;MIEE8DD017;I.C. VIA GIACOSA 46/MILANO;VIA GIACOSA - MILANO;VIA GIACOSA 46;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIPS16000D;151461467;MIPS16000D;"""G.MARCONI""";"""G.MARCONI""";VIA DEI NARCISI5;20147;NO;SI;NO;NO;NO;NO;NO;-
202021;MIMM815016;151461048;MIMM815016;"IC ""CARDARELLI MASSAUA""-MILANO";CARDARELLI;VIA SCROSATI 4;20146;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MITE01000V;151461599;MITE01000V;"""GIULIO NATTA""";"""GIULIO NATTA""";VIA DON GIOVANNI CALABRIA16;20132;NO;SI;SI;NO;SI;NO;NO;-
202021;MIMM8FZ01E;151461139;MIMM8FZ01E;I.C.S. UMBERTO ECO;MONTEVERDI;VIA V. COLONNA 42;20149;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIS03900T;151461469;MIIS03900T;BERTRAND RUSSELL;BERTRAND RUSSELL;VIA GATTI 16;20162;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MITN05101L;151461584;MITN05101L;CLAUDIO VARALLI;"""CLAUDIO VARALLI"" - MILANO";VIA ULISSE DINI 7;20142;NO;SI;NO;NO;SI;NO;NO;-
202021;MIEE81903L;151462837;MIEE81903L;IC I.CALVINO;MI/CARNOVALI AGGR. SMS CALVINO;VIA CARNOVALI 19;20128;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8C501C;151460395;MIEE8C501C;IC S.GIUSEPPE CALASANZIO/MILANO;S. GIUSEPPE CALASANZIO-MILANO;VIA DON GNOCCHI 25;20148;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIS017001;151461644;MIIS017001;I.I.S. JAMES CLERK MAXWELL;I.I.S. JAMES CLERK MAXWELL;VIA DON G. CALABRIA 2;20132;NO;SI;SI;NO;SI;NO;NO;-
202021;MIEE8F1011;151460384;MIEE8F1011;F.S. CABRINI;F.S.CABRINI - MILANO;VIA DELLE FORZE ARMATE 65;20147;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIEE8DD017;151462870;MIEE8DD017;I.C. VIA GIACOSA 46/MILANO;VIA GIACOSA - MILANO;VIA GIACOSA 46;20127;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MITN05101L;151461647;MITN05101L;CLAUDIO VARALLI;"""CLAUDIO VARALLI"" - MILANO";VIA ULISSE DINI 7;20142;SI;SI;SI;NO;NO;NO;NO;-
202021;MIRI072015;151461546;MIRI072015;SEVERI - CORRENTI;C.CORRENTI;VIA ALCUINO 4;20149;NO;SI;SI;SI;SI;NO;NON DEFINITO;-
202021;MIEE82001P;151460467;MIEE82001P;IC BRUNO MUNARI/ MILANO;FRATELLI CERVI;VIA DEI SALICI 2;20152;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MITN02000X;151463710;MITN02000X;PIER PAOLO PASOLINI;PIER PAOLO PASOLINI;VIA BISTOLFI15;20134;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIAA8C701V;151460003;MIAA8C701V;I.C. LUCIANO MANARA;VIA AIRAGHI;VIA AIRAGHI 40;20153;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8FX01V;151461096;MIMM8FX01V;I.C. VIA MOISE' LORIA;CARLO PORTA;VIA MOISE' LORIA 37;20144;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8B601L;151460444;MIMM8B601L;IC A.STOPPANI/MILANO;S. CATERINA DA SIENA;VIA MONTEVERDI 6;20131;NO;SI;SI;NO;SI;SI;NON DEFINITO;-
202021;MIEE8DD017;151462871;MIEE8DD017;I.C. VIA GIACOSA 46/MILANO;VIA GIACOSA - MILANO;VIA GIACOSA 46;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIS038002;151460112;MIIS038002;GIUSEPPE LUIGI LAGRANGE;GIUSEPPE LUIGI LAGRANGE;VIA LITTA MODIGNANI65;20161;NO;SI;NO;NO;SI;NO;NO;-
202021;MIEE81901E;151460429;MIEE81901E;IC I.CALVINO;MI-MATTEI AGGR. S.M.S. CALVINO;VIA MATTEI12;20126;NO;SI;NO;SI;NO;NO;NON DEFINITO;-
202021;MIEE8DD017;151462868;MIEE8DD017;I.C. VIA GIACOSA 46/MILANO;VIA GIACOSA - MILANO;VIA GIACOSA 46;20127;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIRI07401R;151461947;MIRI07401R;MARELLI;"IIS ""MARELLI-DUDOVICH""";VIA LIVIGNO 11;20158;NO;SI;NO;NO;SI;NO;NO;-
202021;MITD09901Q;151461586;MITD09901Q;SCHIAPARELLI-GRAMSCI;SCHIAPARELLI;VIA SETTEMBRINI 4;20124;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8DE001;151460405;MIIC8DE001;IST. OMNICOMPRENSIVO MUSICALE;IST. OMNICOMPRENSIVO MUSICALE;VIA CORRIDONI 34/36;20122;SI;SI;SI;NO;SI;SI;NON DEFINITO;-
202021;MIMM8D4016;151463384;MIMM8D4016;I.C. VIA MANIAGO/MILANO;BUZZATI;VIA MANIAGO30;20134;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MITN03000E;151463713;MITN03000E;ARTEMISIA GENTILESCHI;ARTEMISIA GENTILESCHI;VIA NATTA11;20151;NO;SI;NO;NO;SI;NO;NO;MM LAMPUGNANO
202021;MIEE81902G;151460009;MIEE81902G;IC I.CALVINO;MI/S.UGUZZONE AGGR.SMS CALVINO;VIA SANT'UGUZZONE10;20126;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8DD017;151462869;MIEE8DD017;I.C. VIA GIACOSA 46/MILANO;VIA GIACOSA - MILANO;VIA GIACOSA 46;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8B8007;151460410;MIIC8B8007;IC TOMMASO GROSSI/MILANO;IC TOMMASO GROSSI/MILANO;VIA MONTE VELINO 2/4;20137;NO;SI;NO;NO;NO;SI;NON DEFINITO;-
202021;MIIC8CH00T;151460363;MIIC8CH00T;IC CONFALONIERI/MILANO;IC CONFALONIERI/MILANO;VIA DAL VERME 10;20159;SI;NO;NO;SI;SI;NO;NON DEFINITO;-
202021;MIIS03600A;151461597;MIIS03600A;"""VILFREDO FEDERICO PARETO""";"""VILFREDO FEDERICO PARETO""";VIA LITTA MODIGNANI 55;20161;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIRI01701L;151461110;MIRI01701L;I.I.S. JAMES CLERK MAXWELL;SETTEMBRINI;VIA NARNI 18;20132;SI;SI;SI;NO;SI;SI;NO;-
202021;MITD04301Q;151461599;MITD04301Q;IS F.BESTA;F.BESTA;VIA DON G.CALABRIA16;20132;NO;SI;SI;NO;SI;NO;NO;-
202021;MIEE8DD017;151462866;MIEE8DD017;I.C. VIA GIACOSA 46/MILANO;VIA GIACOSA - MILANO;VIA GIACOSA 46;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MITL00401G;151461576;MITL00401G;CARLO CATTANEO;"I.T. S. PER GEOM. ""C. CATTANEO""";PIAZZA DELLA VETRA 9;20123;NO;SI;SI;SI;SI;NO;NON DEFINITO;-
202021;MIIS082004;151461633;MIIS082004;GIORGI;GIORGI;VIALE LIGURIA19;20143;NO;SI;NO;NO;NO;SI;NO;-
202021;MIIC8B9003;151462915;MIIC8B9003;IC E.MOROSINI E B.SAVOIA/MILANO;IC E.MOROSINI E B.SAVOIA/MILANO;VIA MOROSINI11/13;20135;NO;SI;NO;NO;SI;NO;NON DEFINITO;A PIEDI
202021;MIMM8B4011;151461126;MIMM8B4011;IC LUIGI GALVANI/MILANO;S.M.S. S.GREGORIO - FARA;VIA SAN GREGORIO 5 - VIA FARA 32;20124;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIMM8D201E;151460387;MIMM8D201E;IC VIA CONSOLE MARCELLO/MILANO;COLOMBO;VIA PIZZIGONI 9;20156;SI;SI;SI;SI;SI;SI;NON DEFINITO;-
202021;MIMM8D101P;151463348;MIMM8D101P;IC RINNOVATA PIZZIGONI/MILANO;PUECHER;VIA CASTELLINO DA CASTELLO 9;20155;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MITF290008;151462357;MITF290008;ETTORE CONTI;ETTORE CONTI;VIA A. DE VINCENTI 11;20148;NO;SI;NO;NO;SI;NO;NON DEFINITO;-
202021;MIEE8DD017;151462867;MIEE8DD017;I.C. VIA GIACOSA 46/MILANO;VIA GIACOSA - MILANO;VIA GIACOSA 46;20127;NO;SI;NO;NO;NO;NO;NON DEFINITO;-
202021;MIIC8B600G;151460443;MIIC8B600G;IC A.STOPPANI/MILANO;IC A.STOPPANI/MILANO;VIA STOPPANI 1;20129;NO;SI;SI;SI;SI;SI;NON DEFINITO;-
202021;MIEE8FP021;151460365;MIEE8FP021;I.C. ERMANNO OLMI;VIA BODIO;VIA BODIO 22;20158;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIIC8DD005;151462866;MIIC8DD005;I.C. VIA GIACOSA 46/MILANO;I.C. VIA GIACOSA 46/MILANO;VIA GIACOSA 46;20127;NO;NO;NO;NO;NO;NO;NON DEFINITO;-
202021;MIEE8FP01X;151460364;MIEE8FP01X;I.C. ERMANNO OLMI;VIA GUICCIARDI - MILANO;VIA GUICCIARDI;20158;SI;SI;NO;NO;SI;SI;NON DEFINITO;-
202021;MIMM8B4011;151463275;MIMM8B4011;IC LUIGI GALVANI/MILANO;S.M.S. S.GREGORIO - FARA;VIA SAN GREGORIO 5 - VIA FARA 32;20124;NO;SI;SI;SI;SI;NO;NON DEFINITO;-
202021;MIMM8D301A;151461054;MIMM8D301A;I.C. A. SCARPA MILANO;B. CAIROLI;VIA PASCAL 35;20133;SI;SI;NO;NO;NO;SI;NON DEFINITO;-
